Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
SII,Sprott Inc.,30.5,$747.24M,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sii,
SPXC,SPX Corporation,52.89,$2.37B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc,
FLOW,"SPX FLOW, Inc.",55.47,$2.34B,2015,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/flow,
SQ,"Square, Inc.",212.52,$95.83B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq,
SQZ,SQZ Biotechnologies Company,31.29,$750.09M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sqz,
JOE,St. Joe Company (The),33.12,$1.95B,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/joe,
STAG,"Stag Industrial, Inc.",30.07,$4.49B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag,
STAG^C,"Stag Industrial, Inc.",25.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stag^c,
SMP,"Standard Motor Products, Inc.",46.74,$1.05B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp,
SXI,Standex International Corporation,78.09,$966.77M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi,
SWK,"Stanley Black & Decker, Inc.",187.71,$30.08B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk,
SWT,"Stanley Black & Decker, Inc.",113.27,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt,
STN,Stantec Inc,30.47,$3.42B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn,
SGU,"Star Group, L.P.",9.7,$410.71M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu,
STPK,Star Peak Energy Transition Corp.,10.5,$503.46M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/stpk,
STPK.U,Star Peak Energy Transition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/stpk.u,
STPK.WS,Star Peak Energy Transition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stpk.ws,
SRT,"StarTek, Inc.",7.9,$318.31M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt,
STWD,"STARWOOD PROPERTY TRUST, INC.",18.53,$5.28B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd,
STT,State Street Corporation,71.59,$25.26B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt,
STT^D,State Street Corporation,28.245,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^d,
STT^G,State Street Corporation,29.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^g,
SPLP,Steel Partners Holdings LP,8.73,$220.06M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp,
SPLP^A,Steel Partners Holdings LP,19.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/splp^a,
SCS,Steelcase Inc.,12.84,$1.47B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs,
SCA,Stellus Capital Investment Corporation,25.185,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca,
SCM,Stellus Capital Investment Corporation,11.4,$222.14M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm,
SCL,Stepan Company,119.11,$2.68B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl,
STE,STERIS plc,191.69,$16.36B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste,
STL,Sterling Bancorp,16.86,$3.28B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl,
STL^A,Sterling Bancorp,27.75,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a,
STC,Stewart Information Services Corporation,43.73,$1.17B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc,
SF,Stifel Financial Corporation,72.21,$4.96B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf,
SF^A,Stifel Financial Corporation,26.2499,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a,
SF^B,Stifel Financial Corporation,27.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^b,
SF^C,Stifel Financial Corporation,27.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^c,
SFB,Stifel Financial Corporation,26.27,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb,
STM,STMicroelectronics N.V.,39.55,$35.72B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm,
EDF,Stone Harbor Emerging Markets Income Fund,7.45,$123.54M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf,
EDI,Stone Harbor Emerging Markets Total Income Fund,8.56,$84.37M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi,
STON,StoneMor Inc.,1.38,$176.88M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston,
SRI,"Stoneridge, Inc.",27.05,$730.49M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri,
STOR,STORE Capital Corporation,33.33,$8.79B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor,
GJH,STRATS Trust,10.4301,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjh,
GJO,STRATS Trust,23.75,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjo,
GJS,STRATS Trust,20.55,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjs,
SYK,Stryker Corporation,232.81,$87.49B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk,
MSC,Studio City International Holdings Limited,14.73,$1.63B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc,
RGR,"Sturm, Ruger & Company, Inc.",61.05,$1.07B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr,
SPH,"Suburban Propane Partners, L.P.",16.01,$994.96M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph,
SMFG,Sumitomo Mitsui Financial Group Inc,6.03,$41.32B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg,
INN,"Summit Hotel Properties, Inc.",9.1,$961.95M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn,
INN^D,"Summit Hotel Properties, Inc.",22.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^d,
INN^E,"Summit Hotel Properties, Inc.",22.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^e,
SUM,"Summit Materials, Inc.",19.5,$2.23B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum,
SMLP,"Summit Midstream Partners, LP",15.5,$58.51M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp,
SUI,"Sun Communities, Inc.",138.61,$14.91B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui,
SLF,Sun Life Financial Inc.,45.65,$26.7B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf,
SXC,"SunCoke Energy, Inc.",4.81,$398.11M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc,
SU,Suncor Energy  Inc.,17.25,$26.31B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su,
STG,Sunlands Technology Group,1.4,$235.52M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg,
NOVA,Sunnova Energy International Inc.,45,$4.21B,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova,
SUN,Sunoco LP,28.81,$2.39B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun,
SHO,"Sunstone Hotel Investors, Inc.",10.85,$2.34B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho,
SHO^E,"Sunstone Hotel Investors, Inc.",24.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e,
SHO^F,"Sunstone Hotel Investors, Inc.",24.4547,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f,
SUP,"Superior Industries International, Inc.",4.98,$127.45M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup,
SPNV.U,"Supernova Partners Acquisition Company, Inc.",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/spnv.u,
SOAC,Sustainable Opportunities Acquisition Corp.,10.41,$390.38M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/soac,
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u,
SOAC.WS,Sustainable Opportunities Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soac.ws,
SUZ,Suzano S.A.,10.31,$13.91B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz,
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.52,$112.99M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz,
SWCH,"Switch, Inc.",15.79,$3.8B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch,
SBE,Switchback Energy Acquisition Corporation,37.13,$1.46B,2019,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/sbe,
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u,
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws,
SYF,Synchrony Financial,31.09,$18.15B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf,
SYF^A,Synchrony Financial,25.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a,
SNX,Synnex Corporation,162.82,$8.39B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx,
SNV,Synovus Financial Corp.,32.83,$4.85B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv,
SNV^D,Synovus Financial Corp.,26.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^d,
SNV^E,Synovus Financial Corp.,26.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^e,
GJP,"Synthetic Fixed-Income Securities, Inc.",24.7501,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjp,
GJR,"Synthetic Fixed-Income Securities, Inc.",23.41,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjr,
GJT,"Synthetic Fixed-Income Securities, Inc.",20.22,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjt,
SYY,Sysco Corporation,71.24,$36.29B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy,
SYX,Systemax Inc.,31.19,$1.17B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx,
TWND,Tailwind Acquisition Corp.,9.9,$413.59M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/twnd,
TWND.U,Tailwind Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/twnd.u,
TWND.WS,Tailwind Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/twnd.ws,
TWN,"Taiwan Fund, Inc. (The)",27.31,$203.91M,1986,n/a,n/a,https://old.nasdaq.com/symbol/twn,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,98.74,$512.07B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm,
TAK,Takeda Pharmaceutical Company Limited,17.97,$56.19B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak,
TAL,TAL Education Group,73.11,$43.89B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal,
TALO,"Talos Energy, Inc.",9.46,$690.86M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo,
SKT,"Tanger Factory Outlet Centers, Inc.",9.93,$927.99M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt,
TPR,"Tapestry, Inc.",29,$8.04B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr,
NGLS^A,Targa Resources Partners LP,24.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a,
TRGP,"Targa Resources, Inc.",24.5,$5.61B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp,
TGT,Target Corporation,179.77,$90.02B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt,
TARO,Taro Pharmaceutical Industries Ltd.,70.4,$2.69B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro,
TTM,Tata Motors Ltd,12.38,$8.91B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm,
TCO,"Taubman Centers, Inc.",42.77,$2.64B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco,
TCO^J,"Taubman Centers, Inc.",25.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^j,
TCO^K,"Taubman Centers, Inc.",25.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^k,
TMHC,Taylor Morrison Home Corporation,26.08,$3.39B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc,
TRP,TC Energy Corporation,45.27,$42.55B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp,
TCP,"TC PipeLines, LP",31.51,$2.25B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp,
TSI,"TCW Strategic Income Fund, Inc.",5.7056,$272.42M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tsi,
TEL,TE Connectivity Ltd.,115.31,$38.14B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel,
TISI,"Team, Inc.",9.57,$293.11M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi,
FTI,TechnipFMC plc,8.97,$4.03B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti,
TECK,Teck Resources Ltd,16,$8.5B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck,
TK,Teekay Corporation,2.48,$250.75M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk,
TGP,Teekay LNG Partners L.P.,12.27,$1.07B,2005,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp,
TGP^A,Teekay LNG Partners L.P.,25.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^a,
TGP^B,Teekay LNG Partners L.P.,24.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^b,
TNK,Teekay Tankers Ltd.,12.17,$410.13M,2007,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk,
TGNA,TEGNA Inc.,14.6,$3.2B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna,
TRC,Tejon Ranch Co,14.79,$388.04M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc,
HQH,Tekla Healthcare Investors,22.03,$949.12M,1987,n/a,n/a,https://old.nasdaq.com/symbol/hqh,
THQ,Tekla Healthcare Opportunies Fund,19.17,$792.5M,2014,n/a,n/a,https://old.nasdaq.com/symbol/thq,
HQL,Tekla Life Sciences Investors,18.73,$440.06M,1992,n/a,n/a,https://old.nasdaq.com/symbol/hql,
THW,Tekla World Healthcare Fund,15.37,$462.67M,2015,n/a,n/a,https://old.nasdaq.com/symbol/thw,
TDOC,"Teladoc Health, Inc.",196.45,$28.48B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc,
TEO,Telecom Argentina Stet - France Telecom S.A.,8.23,$7.08B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo,
TDY,Teledyne Technologies Incorporated,386.24,$14.25B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy,
TFX,Teleflex Incorporated,371.05,$17.28B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx,
VIV$,Telefonica Brasil S.A.,8.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/viv$,
TEF,Telefonica SA,4.5,$23.63B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef,
TDA,"Telephone and Data Systems, Inc.",25.175,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda,
TDE,"Telephone and Data Systems, Inc.",25.8284,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde,
TDI,"Telephone and Data Systems, Inc.",26.4,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi,
TDJ,"Telephone and Data Systems, Inc.",25.87,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj,
TDS,"Telephone and Data Systems, Inc.",19.84,$2.27B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds,
TU,TELUS Corporation,19.42,$25.05B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu,
TDF,"Templeton Dragon Fund, Inc.",24.46,$826.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdf,
EMF,Templeton Emerging Markets Fund,17.81,$289.47M,1987,n/a,n/a,https://old.nasdaq.com/symbol/emf,
TEI,"Templeton Emerging Markets Income Fund, Inc.",7.67,$368.15M,1993,n/a,n/a,https://old.nasdaq.com/symbol/tei,
GIM,"Templeton Global Income Fund, Inc.",5.34,$716.33M,1988,n/a,n/a,https://old.nasdaq.com/symbol/gim,
TPX,"Tempur Sealy International, Inc.",25.56,$5.27B,2003,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx,
TS,Tenaris S.A.,15.84,$9.35B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts,
TME,Tencent Music Entertainment Group,17,$28.52B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tme,
THC,Tenet Healthcare Corporation,32.88,$3.47B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc,
TNC,Tennant Company,68.69,$1.27B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc,
TEN,Tenneco Inc.,11.13,$906.34M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten,
TVC,Tennessee Valley Authority,26.39,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc,
TVE,Tennessee Valley Authority,26.26,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve,
TDC,Teradata Corporation,22.4,$2.45B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc,
TEX,Terex Corporation,32.1,$2.22B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex,
TMX,"Terminix Global Holdings, Inc.",49.81,$6.58B,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tmx,
TX,Ternium S.A.,27.27,$5.35B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx,
TRNO,Terreno Realty Corporation,58.33,$3.99B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/trno,
TTI,"Tetra Technologies, Inc.",0.8073,$101.7M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti,
TEVA,Teva Pharmaceutical Industries Limited,9.82,$10.76B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva,
TPL,Texas Pacific Land Trust,589,$4.57B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl,
TGH,Textainer Group Holdings Limited,18.36,$935.4M,2007,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh,
TXT,Textron Inc.,46.87,$10.73B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt,
TFII,TFI International Inc.,51.26,$4.79B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfii,
AES,The AES Corporation,21.04,$13.99B,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/aes,
AZEK,The AZEK Company Inc.,34.32,$5.31B,2020,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/azek,
BK,The Bank Of New York Mellon Corporation ,39.95,$35.4B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bk,
BK^C,The Bank Of New York Mellon Corporation ,25.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bk^c,
BX,The Blackstone Group Inc.,60.53,$42.01B,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx,
CEE,"The Central and Eastern Europe Fund, Inc.",23.11,$154.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cee,
SCHW,The Charles Schwab Corporation,49.7,$93.3B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw,
SCHW^C,The Charles Schwab Corporation,25.41,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^c,
SCHW^D,The Charles Schwab Corporation,25.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^d,
COO,"The Cooper Companies, Inc. ",340.71,$18.17B,n/a,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/coo,
GDV,The Gabelli Dividend & Income Trust,20.9,$1.89B,2003,n/a,n/a,https://old.nasdaq.com/symbol/gdv,
GDV^G,The Gabelli Dividend & Income Trust,26.0502,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^g,
GDV^H,The Gabelli Dividend & Income Trust,27.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^h,
GRX,The Gabelli Healthcare & Wellness Trust,11.36,$205.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx,
GRX^B,The Gabelli Healthcare & Wellness Trust,25.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx^b,
GDL,The GDL Fund,8.72,$123.25M,2007,n/a,n/a,https://old.nasdaq.com/symbol/gdl,
GDL^C,The GDL Fund,51.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdl^c,
THG,"The Hanover Insurance Group, Inc.",116.01,$4.22B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg,
TRV,"The Travelers Companies, Inc.",134.44,$34.05B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv,
TMO,Thermo Fisher Scientific Inc,453.4,$179.7B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo,
THR,"Thermon Group Holdings, Inc.",14.54,$482.44M,2011,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr,
TPRE,Third Point Reinsurance Ltd.,9.74,$930.46M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tpre,
TRI,Thomson Reuters Corp,79.86,$39.69B,n/a,Consumer Services,Publishing,https://old.nasdaq.com/symbol/tri,
THO,"Thor Industries, Inc.",96.72,$5.36B,n/a,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho,
TDW,Tidewater Inc.,10.15,$411.55M,2017,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw,
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.a,
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.b,
TIF,Tiffany & Co.,131.72,$15.99B,1987,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif,
TINV.U,Tiga Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/tinv.u,
TLYS,"Tilly&#39;s, Inc.",8.9,$265.04M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys,
TIMB,TIM S.A.,12.88,$6.24B,2020,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/timb,
TKR,Timken Company (The),74.71,$5.63B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tkr,
TMST,TimkenSteel Corporation,4.91,$221.7M,2014,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tmst,
TWI,"Titan International, Inc.",5.2,$319.16M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi,
TJX,"TJX Companies, Inc. (The)",63.22,$75.8B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx,
TOL,"Toll Brothers, Inc.",47.56,$6B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol,
TR,"Tootsie Roll Industries, Inc.",31.43,$2.09B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/tr,
BLD,TopBuild Corp.,179.16,$5.92B,2015,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bld,
TTC,Toro Company (The),91.15,$9.78B,n/a,Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc,
TD,Toronto Dominion Bank (The),54.61,$98.96B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/td,
SNPR,Tortoise Acquisition Corp. II,10.41,$448.93M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/snpr,
SNPR.U,Tortoise Acquisition Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/snpr.u,
SNPR.WS,Tortoise Acquisition Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snpr.ws,
NDP,"Tortoise Energy Independence Fund, Inc.",13.1,$24.18M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ndp,
TYG,Tortoise Energy Infrastructure Corporation,19.66,$262.15M,2004,n/a,n/a,https://old.nasdaq.com/symbol/tyg,
TEAF,Tortoise Essential Assets Income Term Fund,13.14,$177.27M,2019,n/a,n/a,https://old.nasdaq.com/symbol/teaf,
NTG,"Tortoise Midstream Energy Fund, Inc.",19.93,$125.97M,2010,n/a,n/a,https://old.nasdaq.com/symbol/ntg,
TTP,"Tortoise Pipeline & Energy Fund, Inc.",15.66,$39.21M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ttp,
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",10.01,$69.58M,2009,n/a,n/a,https://old.nasdaq.com/symbol/tpz,
TOT,Total SE,45.14,$118.66B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot,
TSQ,"Townsquare Media, Inc.",6.23,$118.23M,2014,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq,
